name,comment,label_gus,label_le,label_ren,label_lif,label_sum
dwix_walkerfakman,Gua liat joe biden ini mirip banget sama captain america tua di endgame,,,Netral,,Netral
nurhayatililis932,"Calon presiden yg dah paham politik,,jdi presiden tu g dsuruh trus ada dlangnyaa,,moga joe biden,g diskriminasi dlm kepemimpinan,,aamiin👏👏",,,Positif,,Positif
novalubm18,Ada istilah cebong sama kampret ngga nih? 🥴,,,Netral,,Netral
sincostan450,ntar di pelantikan biden juga bakal dateng si trump wkwk,,,Netral,,Netral
heeydev_,LoL,,,Netral,,Netral
salzulis_usman,Pakai kardus gk kotak suara nya ...,,,Netral,,Netral
adityasm78,@rckdrmwn hanya pengalihan isu tetap kawal 19 detik,,,Netral,,Netral
wilaze,Siapapun yg terpilih jadi presiden AS. Dua2nya juga bakal jadi pemicu WW3 😂 mereka suka kekerasan,,,Negatif,,Negatif
andhiiyka_,Undang ke mata najwa mba Nana 😁,,,Netral,,Netral
taufikiskandar13,"Harapan baru..dng pemikiran yg rasional,👏👏",,,Positif,,Positif
andri_budiyanto,Syukur lah..akhirnya indonesia jadi panutan negara besar😂,,,Netral,,Netral
nia_ruchiyat,Siapapun yg jadi presidennya. Bukannya sama aj ya? Serius nanya 🙏,,,Netral,,Netral
saprol2424,@irwaninsomnia wkwwkwk gringos,,,Netral,,Netral
ccuenkk,Mr P..... Versi amerika,,,Netral,,Netral
arya_faturohman,"Gua takut terulang lagi ke negara lain atas apa yg terjadi waktu itu di ""Iraq,Syiria,Afghanistan,Libya,Mesir"" takut nyari target selanjutnya yg akan diserang.",,,Negatif,,Negatif
rancangbangun_graha,Smg Biden bisa berlaku adil terhadap muslim Amerika dan dunia,,,Positif,,Positif
mariosin3746,Ternyata rambutnya Pak Biden pernah hitam juga,,,Netral,,Netral
ilham_brhn,Kok seperti di Indonesia ya???????? Wkwkwkw,,,Netral,,Netral
roysaliem,Selamat buat Joe Biden...ditunggu penggenapan janji2nya,,,Positif,,Positif
andr_ewindo,Muda nya Joe ganteng juga yaa,,,Netral,,Netral
rendyysatya,Yuan yuan yuan,,,Netral,,Netral
dicky_indonesia,@najwashihab Pemilunya kok nyontek Indonesia ya? Coba pake ide laen..,,,Netral,,Netral
iamfshkhan,"trump ga ngaca dari indonesia sih, coba kotak suaranya dari kardus, pasti menang tuch",,,Netral,,Netral
gilangpamungkas3,212 turun ga?😂,,,Netral,,Netral
mhmdmrslm_,Saya ramal Donald trump akan jadi Menhan Amerika nanti,,,Netral,,Netral
010101january,Enak Ya calon Presiden US lancar bgt ngomong inggrisnya.. ga pake text pula..ga kayaaaa...?? Auh ah gelap🤣🤣🤣🤣🤣,,,Netral,,Netral
ibu5709,china bahagia trup kalah,,,Positif,,Positif
marzuchi_wong,Anak SMK amerika pada demo nih,,,Netral,,Netral
zedd349,Kira2 warga amerika dapet serangan fajar apa yah.. ?,,,Netral,,Netral
rachsamardhas,@adeeka_p busyett dah..,,,Netral,,Netral
patmazeen,W.,,,Netral,,Netral
ianianianrv,@vandiepradana wkwkw dejavu banget,,,Netral,,Netral
tikathenice_,"Lu yg arogan,kasar,sok tapi kalau kalah?merasa tercurangi?hanya mau bilang ""LUCU""",,,Positif,,Positif
anra_reggy_d,Lanjutkan,,,Netral,,Netral
yudamgnt_,Trump jadi menhan us?,,,Netral,,Netral
plusxiyo,globalis or nasionalis,,,Netral,,Netral
chalista.elysia,Noh @melodyran._,,,Netral,,Netral
alfath_eka,🍊🦵🏽💙,,,Netral,,Netral
azkajr_77,"Setiap orang yang ambisius, selalu akan meraihnya di suatu hari. Biden menang, mungkinkah arah angin akan berubah? @najwashihab",,,Positif,,Positif
_mdfauzan_,"@kemenkes_ri Terawan di undang @who udah liat belum mata najwa punya mata kan ??? Terawan lebih tau mana t4 yg bermanfaat mana yg sekedar basa basi tanpa ad kebermanfaatan nya ,diskusi ilmiah menambah wawasan diskusi mata najwa diskusi yg berujung panggung politik",,,Netral,,Netral
laluteguhatma,Mirip indonesia ya... Hebat indo. Makanya sudah masuk list negara maju,,,Netral,,Netral
fakhr.arrazi,Menyemplungkannnnnnn,,,Netral,,Netral
funsugiono,semoga terpilihnya joe biden -haris membawa dampak yg baik bagi indonesia dan dunia internasional,,,Positif,,Positif
siscaangelica1977,Congratulation for Mr President Joe Biden..hope future of US more success and peace 👍,,,Positif,,Positif
bostuns,Kok kayak mirip,,,Netral,,Netral
mfdlh_,Bakal ada aksi berjilid jilid ga tuh?,,,Netral,,Netral
mattt_____________,@dheansrp waduh 🤭,,,Netral,,Netral
satriacf,Donald trump terpilih versi the simpson,,,Netral,,Netral
thyojd,"Kardus di gembok sih, gini nih jadinya bg trumph sabarr",,,Netral,,Netral
nafindo_,Normal normal normal,,,Netral,,Netral
msdzvdsn_,Pendukung trump bikin reuni juga gak yaa di newyork 😂,,,Netral,,Netral
anitha_rubby,Berbesar hati lah trum,,,Positif,,Positif
nurfajri_jm,Kalah d sebut curang menang juga disebut curang ... Hidupnya kurang mulu prasaan 😪,,,Positif,,Positif
muhammadsyafiulhuda1,Penjaga tps nya aman kan tapi,,,Netral,,Netral
bleender27,Mirip orabowo. Ga puas,,,Netral,,Netral
ariff_fauziii,@dr_fais menurut saya pak Biden bs membantu org lahiran,,,Netral,,Netral
dewi.jaronah,Sudahlah mr.trump jdi menhan aja,,,Netral,,Netral
blesstradingcommunity,Wahhhh semoga IHSG IJO yah dengan terpilihnya joe biden sebagai presiden US. 😆 !!,,,Positif,,Positif
nafida21,!!! @tamielhida,,,Netral,,Netral
yedha15,"Tapi dia bukan sekedar ""petugas partai"" kan??😄",,,Netral,,Netral
christoalfian,"Ko sama kaya indonesia yh,klo udh ada yang menang masih blm puas",,,Netral,,Netral
sapar7735,Tak henti2nya trump mengumumkan kemenangan. Eh lha kog... ternyata yg menang biden🤣🤣🤣 kok kaya di sini waktu itu.🤣🤣🤣,,,Positif,,Positif
aziz_cm97,😂😂😂,,,Netral,,Netral
tafidz_alza,Sama enggak ya penguman nya di tengah malam ..,,,Netral,,Netral
benjamin92rachman,Itu si Trump gugat ke MK ga bawa si BW 😂😂😂,,,Netral,,Netral
fairuzalfatih,"Huahahhahhhahahahahhahahah,,.",,,Netral,,Netral
viaselvia33,Informatif sekali 😍,,,Positif,,Positif
dyan.nugroho.77,Biasa dlm demokrasi pihak yg KLH tu ngomong dicurangi dll wjr kecewa KLH 😀😀😁😁😁,,,Netral,,Netral
dheansrp,@matttttt________ up,,,Netral,,Netral
afriiyan,Endingnya trump jadi menhan kah?,,,Netral,,Netral
adzkiaaa25,Anggota kpps nya ada yg meninggal juga gak dlm pemilihan presiden?,,,Netral,,Netral
oktaverafeza,Apa @realdonaldtrump dapat bisikan teman lamanya @fadlizon untuk keputusan yg beliau buat...🤔😂,,,Netral,,Netral
bahtiardwi11,Papa tum jd menhan aj udh,,,Netral,,Netral
roxiliant,Trump ntar jadi menhan g ya ?,,,Netral,,Netral
haiqalfajar_,BLM = Biden's Laptop Matters,,,Netral,,Netral
bayuratnugroho,D'javu euy. @emenardiansyah 😂,,,Netral,,Netral
irsyainrobby,"Biden president ,trump jadi menhan .sepakat yaa",,,Netral,,Netral
rchafiezd_,"@dstri17_sg gini ya bahasa simplenya Trump itu KONSERVATIF...dia anti yang diluar diajarkan agamanya. Muslim dia serang, LGBTQ juga dia serang. Jadilah pemilih Muslim dan LGBTQ banyak ke Hillary di 2016.",,,Positif,,Positif
benyndora_35weadoa,"Mba Nana, tau gak pak Menkes Terawan diundang jadi pembicara untuk forum kesehatan WHO loh soal Covid 😜😜😜",,,Netral,,Netral
ninanurdaningsih,Good👍,,,Positif,,Positif
gueakak,US election likes Indonesian election 😂,,,Netral,,Netral
danendrx,fuck,,,Negatif,,Negatif
ahmsya_aia,@afa_mh idola aku,,,Netral,,Netral
hesty893,@novianfendys 🤣😆🤣😆,,,Netral,,Netral
andi.urfia,Dollar dollar 🤦,,,Netral,,Netral
fidya_hudzaifah,Kok gua berasa Dejavu ya hahaha inget sama yg kemaren antara si J Dangan P 😂,,,Netral,,Netral
musditiawan,"Mungkinkah trump masuk kabinet biden?,jadi menhan misalnya?",,,Netral,,Netral
syahroni5749,"Eleuh dia trump lamun enggeus elhah eleh wae ulah loba lagak, doang dinegara aing bae dia iyeu",,,Netral,,Netral
mantul_queen,Trump kembali ke Miss universe😁😁💖,,,Netral,,Netral
cholisandri18,Adakah yang mau jadi buzzer atau yang membuzzerkan yang berbeda pendapat!?,,,Netral,,Netral
prjmkm,"@muhamadsyarifudin013 Emang beneran tengah malam kok, kalo patokannya pake waktu indonesia 😅",,,Netral,,Netral
matthewjuniorr,Bukan yang terbaik memang but atleast better than before yaa. 👏🏻,,,Positif,,Positif
cujekmaulana,Petugas KPPS banyak yg mati gak di amerika ya.....🤣🤣🤣,,,Netral,,Netral
rezahibarp,"@syaefudinafif Baca cul, pernah mendukung invansi irak",,,Negatif,,Negatif
melodramatic123,Enjoy the show,,,Netral,,Netral
ranggaadts,Undang JB ke Mata Najwa,,,Netral,,Netral
adaammubarok,LGBT makin bebas dong disana kalau dia menang 😆😆😪😪,,,Negatif,,Negatif
hakimbaihaqi26,"Tenang kalem Bae, masih ada kursi menhan",,,Netral,,Netral
ridhoathif,"Kalo mau tau busuk dan mafia pemerintahan amerika , tonton Prison Break .",,,Netral,,Netral
fajarfra,Xixixi,,,Netral,,Netral
imam.hanz,Akhirnya @mardiguwp kalah juga,,,Netral,,Netral
t.zamri,Joe biden 👍.,,,Positif,,Positif
jufriadi_r,Maka kita jangan mencurangi orang lain,,,Netral,,Netral
mustbroobae,"""Donald trump ancang ancang akan melakukan perlawanan........"" sdh Nal g usah lawan cuma sia sia, nantikan kamu dapat kursi di kementrian hahahahah",,,Netral,,Netral
toko.ethnic,BANTU DUKUNG DONG! KERAJINAN TENUN ASLI INDONESIA 🇮🇩 kalo bukan kita! Siapa lagi?!,,,Netral,,Netral
parameswari_prima,"Apa cuma saya yang doyan baca komen, skrol ke bawah, ngakak2 sendiri. Geleng2 sendiri😂 sungguh komenan netijen +62 memang selalu👌",,,Netral,,Netral
herudhihely,"Belum. Trump belum kalah. Pola prosesnya, dia akan bilang pemilu curang. Trus gugat ke MK. Trendingkan tagar #USAelectionObserverSOS. Trus gerakkan massa ke KPU. Ribut2 dulu. Baru akhirnya jadi Menhan.. Begitu kata Simpsons..",,,Netral,,Netral
elfrida_dina,"Yg bakat nyinyir,, yg bakat nyinyir,, 👌👌👌",,,Netral,,Netral
parameswari_prima,@riza_saputra14 Salah satu yg cerdas jg komennya😂,,,Netral,,Netral
hersensutjianto,Ntar jdi menhan bro santai,,,Netral,,Netral
parameswari_prima,@ahmad_akbar_94 Komen yg kutunggu2 keknya komen tercerdas sepanjang ak skrol baca komen😂,,,Netral,,Netral
therockskulls,"Satu almamaterkah? Kalimatnya seragam, dipakai saat kalah.",,,Netral,,Netral
ismu773369,Dan asal anda semua tahu.. kemenangan Biden ga lepas dan g jauh dari campur tangan lawan Trump yaitu CHINA...sampe2 tiktok dilarang di US sebelum pemilu ada... Disinyalir Krn Trump melihat China tenryata sangat mendukung Biden...sampe2 dibuatkan kota For BiDEN city...gimana g marah Trump dan g terima😁😁😁,,,Negatif,,Negatif
vocalis_tribun,Den give alok den,,,Netral,,Netral
biiphis,Aku gak nunguin deh... Nunguu gaji aja untuk makan.. 🤭,,,Netral,,Netral
ddkyoman8,"Di amerika presiden terpilih sudah 50 tahun kecimbung di dunia politik, di Indonesia berawal dr tukang ukir kayu😂, negara kita memang unik😎",,,Netral,,Netral
ismu773369,Masih saudara org indo loh...ustadz dr Garut.. JOsoef aBIDeN...,,,Netral,,Netral
defa18,"Padahal pas Malem malem udah dibisikin seorang pemuka agama bahwa dalam mimpinya Trump yg akan menang, ditayangin pula di tv oon 🤣🤣🤣",,,Netral,,Netral
muhammad_yyyudha,Pastinya bukan dari pengusaha mebe ya kan..,,,Netral,,Netral
didivai,Fix Donald trump bakal jd menhan 😝😝,,,Netral,,Netral
biiphis,Aduh haii gak kaget strategi mereka... Pling pling yach sama ajch... Konon nampak baek... Pusing mikir america.. Mending pikir makan tiap hari Ajh deh.... Semangat mbak najwa,,,Netral,,Netral
alfiaahamzah,Jadi ingat seseorang😁,,,Netral,,Netral
pudding_binar,💚💚💚💚,,,Positif,,Positif
sevianadwis,Konflik Trump ama Biden sama kayak di negara kita ya... hahaha.. Jokowi- Prabowo...bedanya yg merasa dicurangi itu yg sudah jadi presiden... kalo punya kita yg belom jadi presiden 🤣🤣🤣,,,Netral,,Netral
didivai,Versi mana nih tv one apa yg lain wkwkwkwk 🤣🤣🤣,,,Netral,,Netral
aboejrokhc,Untungnya KPU sana gk bs dibayar apalagi petugasnya sehat2 👍👍 gk da korban jiwa,,,Netral,,Netral
ayoshoopingdi.a5,🔥🔥🔥👏,,,Positif,,Positif
nrlseptiana,Kecurangan besar ndasmu pak,,,Positif,,Positif
reva_srtiani,Amarika sudah 46 presidennya. Lah indonesia baru 7. Kwkwkw jauh banget😂😂,,,Netral,,Netral
moje_mischa_i_misu,He’s not president - elect until electoral college decides it . Not the Media 👍🙏,,,Negatif,,Negatif
yourickamaharani,"Semoga gakda yg demo"" demi nasbung🤣",,,Netral,,Netral
lawas_part_shop,@antoniuzlistyo dm dong 18menit wkwkwk,,,Netral,,Netral
nellycavalera90,Jangan sampai demo anarkis dan merusak kantor kpu'nya amerika...krn gk terima kalah..,,,Netral,,Netral
oliviasimanjutak,Hampir 80 th semoga kebijakannya tetap kekinian....,,,Negatif,,Negatif
boysratulangu,D.Trump lebih berani dan tegas,,,Negatif,,Negatif
rois_pati,Trump akan dianggakat jadi mentri pertahanan USA🤣,,,Netral,,Netral
idanurholis,"Go go go spirit, Joe Biden💪💪",,,Positif,,Positif
thoro8922,pengumuman kemenangan jm 12 malam,,,Netral,,Netral
anjelina8209,Bantu subscribe🙏🙏 https://youtu.be/4dm2av9Utj8,,,Netral,,Netral
mawahermawan,Sing legowo kang mas..,,,Positif,,Positif
rachmayaniyani,😂😂😂😂😂😂😂😂 gak sujud syukur di tv one trump,,,Netral,,Netral
pebri_sapta,👍👍,,,Positif,,Positif
hendricandra19,Mungkin kah trump akan jadi menteri perekonomian..rasanya tidak cocok sebagai trump menjabat menhan😅,,,Netral,,Netral
yourickamaharani,Hmz kayak Indonesia kalah tapi tak mau kalah malah demo sampai TITIEK kegoblokan KAMI musnah,,,Netral,,Netral
kromi_shf,@wahyudin.z 😂😂,,,Netral,,Netral
hidupterlalusingkat,Kapan penduduk ASLI benua itu akan menjadi pemimpin di tanahnya sendiri? Bosan melihat wajah penjajah terus.,,,Negatif,,Negatif
ardyarfy,Itu ada yg sujud syukur duluan gak 😂😂🙏,,,Netral,,Netral
amin.siagian,"Dia khawathir klo dia gak menang, America gak great lagi, wksksksk",,,Netral,,Netral
tiaramustika19_,@wuri_mulyasari,,,Netral,,Netral
grace.edi.77,biden menang karena gak pernah foto bareng Zon,,,Netral,,Netral
harisulistyanto9492,Selamat ...Welcome New Presidet of USA,,,Positif,,Positif
irwaninsomnia,@nikoalifin diem ya cebi wkwkkw,,,Netral,,Netral
rafi_stevano,Di amerika gk di kasih uang kalo suruh milih ?,,,Netral,,Netral
sah9.99,@novianfendys cok ngakak 😂😂😂,,,Netral,,Netral
rivaldy_nip13,Asal jangan kabur kalo dikritik rakyat,,,Netral,,Netral
fitriyantikasim,"Akhirnya yg dijagoin ,biden menang ,krn ga suka sm trumph😁",,,Positif,,Positif
sptraa08,Wah pak @dedy_prabowo21 😁,,,Netral,,Netral
karien_28,Biden dan trump sama2 penjahat😂 bahkan Biden lebih kejam,,,Negatif,,Negatif
kentank.mojarelaa,ADA YANG BISA BANTUINNN TUGAS EKONOMI GA😭😭,,,Netral,,Netral
delta_kapten2020,Di amerika di jarinya di kasih tinta gak klo abis nyolok?,,,Netral,,Netral
abdulkholik551,👏,,,Positif,,Positif
qinanwinata,🤭🤭ko kaya politik di Indonesia sih,,,Netral,,Netral
ilhamdez,Wah si trompet kalah 😂😂😂,,,Netral,,Netral
suardi_chanigo,sdh keok dari ajo bidin tukang sate pak,,,Netral,,Netral
andiyanlutfi,"Soal usia, ini akan memotivasi Pak Prabowo buat jadi Calon Presiden lagi 😄",,,Netral,,Netral
rein13_studio,@prabowo streotype 😂,,,Netral,,Netral
ikkuukk,Trump ora trimonan 😄,,,Netral,,Netral
robbikusuma92,@najwashihab @divisihumaspolri @mastercorbuzier @jokowi @ncdpapl penyiraman air keras 1 TAHUN. Mengkritik 3 TAHUN. INDONESIA SEHAT?,,,Netral,,Netral
abyfachr_,panjang umur hal” baik🌻,,,Positif,,Positif
wahyoe_hidayatt,Ko mirip yah,,,Netral,,Netral
ghimman_daman,Semoga lebih bijak,,,Positif,,Positif
fahrizalmw,Wajahnya mirip captain amerika tua di end game,,,Netral,,Netral
fahrizalmw,Semoga dapat angin segar pergerakan ekspor ke AS 🙏🙏,,,Netral,,Netral
vernanda_ks,Kangen obama🥺,,,Netral,,Netral
rckdrmwn,@adityasm78 sedih y ep,,,Netral,,Netral
dshadow093,"@dstri17_sg di kepemimpinan Trump? Iya bahaya bgt, makanya banyak yg gk suka sama Trump.",,,Netral,,Netral
subhimprasetyo,Undang ke matanjwa dong,,,Netral,,Netral
yimdn__,Sabar dulu gan @realdonaldtrump mungkin besok dilantik jadi menhan sama presiden biden,,,Netral,,Netral
boediwardhana,@elnaayup wuiiii... Analisanya maut euy..😁,,,Netral,,Netral
feblio,"PakJoe jangan Jadiin mr. trump menteri pertahanan y, kan gak lucu belom 5 tahun saya udah Dejavu 😆,",,,Netral,,Netral
ilhamdez,Wkwkw the nasib lu trompet katanya kan klo kalah dia mau pindah,,,Netral,,Netral
strawberry090910,Ngga jadi Menteri Pertahanan dong Biden 😂,,,Netral,,Netral
van_costa19,As pokitiknya ngikut indo kyanya yg klh ga nrima keklhn kya pmilu kmarin2 😂,,,Netral,,Netral
omandayarochmaya,Mr Trump sok buruan bukti kecurangan yg ber-truk2 nya segera bawa ke MK.....,,,Netral,,Netral
amri_igc,Donald Trump kayaknya SELFREPORT deh,,,Netral,,Netral
permanaganjar00,Sama kaya di negara mana gitu ya,,,Netral,,Netral
dstri17_sg,@dshadow093 jadi bahaya dong,,,Negatif,,Negatif
yudhiekurniamp,@ikewulaand 🤣🤣🤣,,,Netral,,Netral
a_gam92,kotak suaranya dr kardus gak tu...klo dr kardus wajar !!! 😂😂,,,Netral,,Netral
zevil.exxe,Jika elite global mempersiapkan datang nya dajjal. Ayo kita juga mempersiapkan datangnya nabi isa.,,,Negatif,,Negatif
wahid_adi_nugroho,Begini nih... Klo yg ngitung suara nyewa org dr negara kitaa...,,,Netral,,Netral
zevil.exxe,Siap² aja WWIII,,,Negatif,,Negatif
jay_jay_ma,Palingan tar si Donald jadi Menhan,,,Netral,,Netral
odonleather,Firasatku benar. Ternyata dia lebih . . . . . .,,,Netral,,Netral
amrullah_hyuga,"pengalihan isu, tetap kawal 19 detik❗",,,Netral,,Netral
videokoplak_id,Bakal ada demo di Bawaslu ni😂😂,,,Netral,,Netral
dshadow093,"@dstri17_sg Enggak, ditahun 2016 dia pernah kampanye dia bakal melindungi komunitas LGBT, tapi itu bohong. Diskriminasi ke kelompok LGBTQ+ makin banyak, dia pernah nyuruh petugas medis buat milih gk ngobatin org"" transgender, dll. Dia, org"" partai Republic, sama pendukungnya semuanya Homophobic, Transphobic, Xenophobic, Islamophobic, rasis, seksis",,,Negatif,,Negatif
james_tambayong,Reka adegan pilpres 2019 🤭🤭,,,Netral,,Netral
tianwisono,"Amrik mah presiden nya Cak Lontong juga ga masalah, lah revolusi mental nya dah bagus😀 dan senator"" nya ORI",,,Netral,,Netral
yoggyislami,Semoga presiden yg baru fa bakalan ngebom2 negara muslim kaya dulu trump,,,Negatif,,Negatif
vansher.co,@najwashihab ini kejdianya mirip d negri kita yg kalah mengklaim kemenangan dan kecurangan tehadap lawan politiknya...andai saja ini ada d indonesia para wiro sableng teriak pki dll,,,Netral,,Netral
trieformosa,"Donal trump tidak terima kekalahan, bilang pilpres penuh kecurangan, Kira2 di USA Ada tidak yaa pasukan nasi bungkus yg demo 🤔🤔🤔🤔",,,Netral,,Netral
fafarafsanjani,@fathiya.ayu 😂😂😂 gimanaa gimanaa,,,Netral,,Netral
ille.ilona,😆l,,,Netral,,Netral
ssindung37,Mr Biden 👍,,,Positif,,Positif
danudrsn,Belom ada video trump sujud syukur apa nih?,,,Netral,,Netral
suailahgaye,Negara kita apa terburuk 👎,,,Netral,,Netral
imanuelahmad,Narasi is inspirasi,,,Netral,,Netral
tirtadepo,Hhh teringat pilpres kmarin,,,Netral,,Netral
hsnhh_anna,😍😍,,,Positif,,Positif
sitii.hajar18,Masyaa Allah,,,Positif,,Positif
abrahelb3iv,🤔,,,Negatif,,Negatif
kang_hubby,"Carilah org2 yg profesional di bidangnya pak, gak usah bagi2 kursi sama Pro Joe.. 💪🔥",,,Positif,,Positif
dian20pramanik,Selamat untuk mrs joe biden sebagai presiden terpilih amerika,,,Positif,,Positif
denicogustama,Joe biden mirip sama versi tuanya captain america,,,Netral,,Netral
iyan_sutenjen,H,,,Netral,,Netral
arisantika_17,"klo mw tambaham pendemo, hub. aja si jijik. cukp ksi nasi bungkus. dijmin berSilit Silit. 😂",,,Netral,,Netral
rena.susana.98,Doaku semoga presiden baru Amerika ini tidak kejam sama Palestina 🙏,,,Positif,,Positif
sabtusetengahhari,Jam 2 malem bakal diumumin trump yg bakal menang lg...,,,Netral,,Netral
markuzzio17,Sertes Tuh Si Trump,,,Netral,,Netral
apeama_,Petahana yang ga jadi dua periode 😂,,,Netral,,Netral
topanumboh,"Ketika Joe Biden terpilih sebagai presiden AS, mungkinkah perang di timur tengah ""lembah megido/ perang armagedon"" akan dimulai?",,,Negatif,,Negatif
dewinta_ambaruni,Smoga mirip obama baik hatinya,,,Positif,,Positif
dstri17_sg,@dshadow093 emang Trump nggk mendukung adanya LGBT ya?,,,Netral,,Netral
ekoxrider,"Indonesia saja kak,yg diliput....bagaimana bnyak kasus gak diusut,cuman disinggung saja",,,Negatif,,Negatif
arinasetiawaty,"Undang ke mata najwa dong, pasti seru👍😬",,,Netral,,Netral
melodiccrazy666,Biden pedofil,,,Negatif,,Negatif
faridrayhannn,nanti jadi menhan pa trump mwhehe,,,Netral,,Netral
uyab_nafri26,He is the biggest pedofile that ever exist 😂😂 rip usa,,,Negatif,,Negatif
grethagio,"Rada degdeg an denger nama ""Joe Biden"" 😅 yah di liat nnti saja lah.. kedepannya bagaimana kepemimpinan beliau, semoga aman dan lebih baik😇😅",,,Negatif,,Negatif
zayn_fadli21,Semoga joe tidak mendukung aksi israel,,,Positif,,Positif
kerrim98,"Akhirnya partai democrat bisa mengambil alih kembali' white house ,Congrats to Mr.Joe Biden and Mrs.kamalla Hariss , Akhirnya petahana di tumbangkan juga, say goodbye Trump and partai republik , #GantiPresiden2020 di sana berhasil ya Di Indonesia gagal ya #GantiPresiden2019 ,kasihan deh",,,Positif,,Positif
noerimah17,"Siapapun yg menang tak ada satupun yg menguntungkan buat negara Indonesia ,siapapun presiden Amerika dia tetap berambisi jadi super power dunia , dan negara berkembang dan Islam lah yg akn jadi sasaran pemerasannya......mereka tetap akan mencekik kita dengan hutang dengan istilah halus pinjaman lunak ......",,,Negatif,,Negatif
ndogofficall29,Trump jadi MENHAN 😂,,,Netral,,Netral
rifkidwiprstya,"Hari ini gak terima, nantinya diangkat jadi menteri perekonomian si trumph",,,Netral,,Netral
ferymanurung_,Halo mbak nana.koment dibalas Gw bakalan nikah akhir tahun 😂,,,Netral,,Netral
ariefn_24,Nah gini kan enak track record nya jelas gitu... Kalo si anu kan Yyyyaaaahhh gitu deh wkwkwkkwkwkk,,,Positif,,Positif
hafidhmat04,🙏,,,Positif,,Positif
pemerintahdesapulaupauh,Bye Bye Mr. @realdonaldtrump . Anda tidak bisa mengatakan akan menghentikan penghitungan suara. Anda harus menerima kekalahan anda. Anda tidak perlu membuat berbagai alasan dan asumsi. Mengatakan hukum harus ditegakkan dengan adil. Artinya hukum itu juga belum adil selama anda menjadi presiden amerika. Jadilah orang yang rendah hati dan hilangkan semua kecurigaan anda yg tak beralasan. 😂😂😂😂😂. Joe Bidden next Amerika President👏👏👏👏👏👏👏👏,,,Positif,,Positif
jakakalana,Kangen berita positif edukatif dan motivasi,,,Netral,,Netral
h4ya_zamila,semoga Mama nya GEMPI Di beri ketabahan dan berkarya lagi lebih dri yg 19detik.,,,Netral,,Netral
laluaguswiradinata,"Ditunggu kartu prakerjanya, pak biden.",,,Netral,,Netral
moje_mischa_i_misu,Aaach beneran Biden ... mba Najwa,,,Netral,,Netral
isoll,Prabowo > trump : Indonesia first. . Trump > prabowo : ini adalah kecurangan besar dinegara kita. . Mereka janjian kayanya,,,Netral,,Netral
ikapratiwi,Saya melihat ada Prabowo divideo ini waktu ngomong “kita telah dicurangi” 😂,,,Netral,,Netral
soryimnoob,Bentar lagi Huwawei naik 😅,,,Negatif,,Negatif
rickydarmawan_my11,"Trump abis dibisikin sama FZ makanya gitu, soalnya pada jaman dahulu kala ada juga yg dibisikin sama FZ 🤣",,,Netral,,Netral
gendon_kerta,"di negara sebelah mah udah kaya begini,, kalah tapi gak nerima kekalahan ,, apakah Amerika meniru kelakuannya negara sebelah yang lagi berkembang...?",,,Netral,,Netral
sedangpanas1234,Mbaaa bisa ngumpul ngopi bareng pak @mardiguwp dan om @rocky.gerung,,,Netral,,Netral
utina.u,Selamat atas terpilihnya presiden AS Joe Biden yg ke 46,,,Positif,,Positif
afrizzaall_,bentar lagi paling trump jadi menhan,,,Netral,,Netral
fha_dhil34,"@fha_dhil34 tapi Boong,",,,Netral,,Netral
rickydarmawan_my11,"@ari.sylva jgn gitulah..itu namanya gak ada ahlak 🤣🤣🤣, mau kena demo bersilit2 ke ?",,,Netral,,Netral
imassulyani,❤️,,,Positif,,Positif
fha_dhil34,"Amerika butuh berhari-hari untuk menentukan Hasil suara, lah Indonesia belum nyampe satu hari udah ketebak aja siapa yang menang,. Ternyata Negaraku Hebat ya :)",,,Netral,,Netral
syahrilmantawali,Apakah ada petugas KPPS yang meninggal dalam perhitungan suara di AS ? Seperti di negara berkembang kemarin yang sampai saat ini belum terusir tuntas 😑,,,Netral,,Netral
resaariansyah,Semua berasal dari kardus yg di gembok,,,Netral,,Netral
bqdla5,Siapa tau diangkat jadi menhan,,,Netral,,Netral
taufiq.mushthafa,"Hmm mengingatkan ku pada masa itu, tapi lupa kapan ya",,,Netral,,Netral
ruliindra03,Tong kosong nyaring bunyi nya,,,Netral,,Netral
lil0cean09,"Istri Oom Joe, seorang guru, katanya bakal masih ngajar walo udah jd FLOTUS. Keren parah ga seh?👍😍 👏",,,Netral,,Netral
raden.hanggara,"@narasi team , boleh di share mengenai law/ bill yg di lakukan Pres Trump selama menjabat 4 thn untuk rakyat amerika. Yg membuat ekonomi amerika “baik” untuk rakyat nya . Seperti disini media mainstream terpecah sesuai interest nya. Seandai nya F*X disini pun bisa berbeda narasi nya rasanya.",,,Netral,,Netral
merryandaniofficial,Penghitungannya Tengah Malam tunggu Mayat2 selesai Voting.,,,Netral,,Netral
dyandraelaksie,"Kapan negara kita betul"" demokrasi????",,,Netral,,Netral
zumai_dian,"Kita ingin seluruh pengumutan suara dihentikan, kita tidak ingin mereka menghitung suara dini. OK.. ucap Thrump.",,,Netral,,Netral
hendracurhatg,like shere joe biden..amazing world.. win win..yes.. follow beack..ha ha..wk wk..indonesia,,,Netral,,Netral
philosofyy,Yg nge claim menang duluan emng yg biasanya kalah *cuaqzzz*,,,Netral,,Netral
merryandaniofficial,Dejavu.. 😅,,,Netral,,Netral
613h_journey,@novianfendys haha..aya2 wae😁,,,Netral,,Netral
